question,answer
Bị điếc là gì?,Mất thính lực nghiêm trọng đến mức nghe được rất ít hoặc không nghe được.
Thu Hồi Chứng Nhận là gì?,Thu hồi chứng nhận quốc gia hoặc tiểu bang về vật liệu và nhu liệu của hệ thống bỏ phiếu.
Tuyên Bố Trợ Giúp Bỏ Phiếu là gì?,Một mẫu đơn do cử tri khuyết tật điền để yêu cầu hoặc từ chối trợ giúp trong tiến trình bỏ phiếu.
Decertification có liên quan đến phần mềm hệ thống bỏ phiếu?,"Có, Decertification liên quan đến cả vật liệu và nhu liệu của hệ thống bỏ phiếu, bao gồm cả phần mềm."
Hành động nào được gọi là Tuyên Bố Ra Tranh Cử?,Hành động hoàn tất công việc giấy tờ cần thiết để trở thành ứng cử viên cho chức vụ công.
Hành động nào được gọi là Tuyên Bố Ý Định?,Hành động hoàn tất công việc giấy tờ cần thiết để tuyên bố ý định của một người muốn làm ứng cử viên cho chức vụ công.
Công việc giấy tờ cần thiết để trở thành ứng cử viên cho chức vụ công được gọi là gì?,Declaration of Candidacy
Văn bản nào được nộp cho cơ quan quản lý để tuyên bố ý định của một người muốn quyên góp và chi tiêu tiền đóng góp chính trị?,Declaration of Intent to Solicit and Receive Contributions
Văn bản nào được sử dụng để tuyên bố ý định của một người muốn làm ứng cử viên ghi thêm tên vào lá phiếu?,Declaration of Write-in Candidate
Văn bản nào được mô tả là một văn bản được nộp cho cơ quan quản lý để tuyên bố ý định của một người muốn quyên góp và chi tiêu tiền đóng góp chính trị?,Declaration of Intent to Solicit and Receive Contributions
Một phiếu là gì?,Một văn bản được nộp cho cơ quan quản lý để tuyên bố ý định của một người muốn ra ứng cử vào một chức vụ.
Tại sao cần viết tên ứng cử viên vào chỗ trống?,Tên của ứng cử viên sẽ chưa được in sẵn trên lá phiếu.
Người nào cần nộp phiếu?,Một người muốn ra ứng cử vào một chức vụ.
Tiến trình nào liên quan đến việc thay đổi văn bản được mã hóa thành văn bản thuần túy?,Tiến trình thay đổi văn bản được mã hóa thành văn bản thuần túy.
Lá phiếu bị lỗi là gì?,"Một lá phiếu bị rách, bôi mờ hoặc đánh dấu theo cách máy quét không thể lập bảng lá phiếu."
Phương pháp phòng thủ nào liên quan đến việc bảo vệ theo chiều sâu?,Phòng Thủ Theo Chiều Sâu
Đại biểu được tham gia vào hệ thống đại diện như thế nào?,Đại biểu tham gia vào hệ thống đại diện gián tiếp qua một hệ thống đại diện.
Quyền lực tối cao được trao cho ai?,Quyền lực tối cao được trao cho nhân dân.
Những cuộc bầu cử tự do được tổ chức định kỳ như thế nào?,Những cuộc bầu cử tự do được tổ chức định kỳ.
Ai có thể được coi là phụ tá?,Một người được trao quyền hoặc được ủy quyền để hành động thay mặt cho người có thẩm quyền.
Vai trò của phụ tá trong bầu cử?,Viên chức phụ trách bầu cử có thể tuyên thệ trước công dân để thực hiện nhiệm vụ bầu cử chính thức với tư cách là phụ tá cho họ.
Ai có thể được ủy quyền hành động thay mặt?,Một người được trao quyền hoặc được ủy quyền để hành động thay mặt cho người có thẩm quyền.
Sự chỉ định là gì?,"Mô tả, tên hoặc chức danh chính thức."
Ở đâu có thể gửi chỉ định mô tả?,Ở một số khu vực pháp quyền.
Thiết bị là gì?,Đơn vị chức năng thực hiện các nhiệm vụ được chỉ định như một toàn thể tích hợp.
Đơn vị chức năng nào thực hiện tổng hợp nhiệm vụ?,Đơn vị chức năng thực hiện tổng hợp toàn bộ những nhiệm vụ được giao.
Digital Certificate là gì?,Digital Certificate (Chứng Nhận Kỹ Thuật Số) là một technology được sử dụng để áp dụng ứng dụng an toàn của Public Key Infrastructure (PKI).
PKI là gì?,"PKI là một tập hợp các vai trò, chính sách và thủ tục cần thiết để tạo, quản lý, phân phối, sử dụng, lưu trữ và thu hồi chứng nhận kỹ thuật số và quản lý mã hóa khóa công khai."
PKI là gì?,"PKI là một tập hợp nhiều chức năng, chính sách và thể thức cần thiết để tạo lập, quản lý, phân phối, sử dụng, lưu trữ và thu hồi chứng chỉ kỹ thuật số và quản lý mã hóa khóa công khai."
Chữ Ký Điện Tử là gì?,Chữ Ký Điện Tử là một hoạt động sử dụng khóa riêng tư để ký điện tử một tài liệu điện tử và khóa công khai để xác thực chữ ký.
Chữ Ký Điện Tử mang lại những lợi ích gì?,Chữ Ký Điện Tử cung cấp xác thực dữ liệu và bảo vệ toàn vẹn dữ liệu.
Mục đích của chữ ký điện tử?,Xác nhận và bảo vệ tính toàn vẹn của dữ liệu.
Làm thế nào để lưu trữ dữ liệu trên máy tính?,Phải mã hóa dữ liệu thành định dạng số.
Dữ liệu được lưu trữ trong máy điện toán phải được số hóa như thế nào?,Mọi dữ liệu được lưu trữ trong máy điện toán đều phải được số hóa.
Dạng kỹ thuật số của ký tự “A” là gì?,Dạng kỹ thuật số của ký tự “A” là byte: 01000001 (ASCII 65).
Cử tri quyết định về những gì trong Dân Chủ Trực Tiếp?,"sáng kiến về chính sách, sáng kiến, dự luật và qua trưng cầu dân ý"
Hình thức bầu cử nào được nhắc đến trong đoạn văn bản?,Cuộc Bầu Cử Sơ Bộ Trực Tiếp
Cách thức mà thành viên của một đảng đề cử ứng cử viên?,bằng bỏ phiếu trực tiếp
Loại thiết bị được sử dụng để bắt giữ phiếu bầu?,một thiết bị bắt giữ phiếu điện tử
Thiết bị này có thể lưu trữ phiếu bầu được không?,"Có, nó lưu trữ điện tử lựa chọn tranh cử khi có người bỏ phiếu."
Thiết bị này có thể cung cấp một bản tóm tắt lựa chọn tranh cử không?,"Có, nó cung cấp một bản tóm tắt những lựa chọn tranh cử này."
Thiết bị này có thể trình bày phiếu bầu điện tử được không?,"Có, nó trình bày điện tử một lá phiếu."
Hệ thống bỏ phiếu điện tử sử dụng thành phần điện tử cho chức năng gì?,"trình bày lá phiếu, bắt giữ phiếu bầu, ghi phiếu bầu và tổng hợp phiếu bầu"
Hệ thống bỏ phiếu điện tử có thể sản xuất báo cáo tổng hợp phiếu bầu như thế nào?,bằng cách lưu trữ dữ liệu phiếu bầu trong một thành phần bộ nhớ có thể tháo rời và in bản cứng
Hệ thống bỏ phiếu điện tử có thể lưu trữ dữ liệu phiếu bầu ở đâu?,trong một thành phần bộ nhớ có thể tháo rời và trong bản cứng in được
Làm thế nào phiếu bầu được thu thập và ghi lại?,"Phiếu bầu được thu thập, ghi lại và lập bảng phiếu bầu theo cách hợp lý và vật chất vào một đơn vị duy nhất."
Cái gì tạo ra một bảng kê dữ liệu phiếu bầu?,DRE tạo ra một bảng kê dữ liệu phiếu bầu được lưu trữ trong một bộ nhớ di động và bản in giấy.
Voter có thể xác nhận phiếu bầu của mình bằng cách nào?,"Voter có thể xác nhận phiếu bầu của mình bằng cách sử dụng một trong những phương thức trực tiếp, chẳng hạn như nhìn thấy phiếu bầu của mình."
Hệ thống bỏ phiếu nào có đặc tính ghi trên giấy có thể xác nhận được của cử tri?,DRE có đặc điểm ghi trên giấy có thể xác nhận được của cử tri.
Ví dụ về lá phiếu giấy có đặc tính gì?,Lá phiếu giấy Marksense.
Ghi chú về thư mục trong hệ thống bỏ phiếu?,Không có thông tin cụ thể về thư mục trong đoạn văn bản.
Thư mục là gì?,Thư mục là bản đồ nơi tập tin được lưu trữ.
Hầu hết hệ thống lưu trữ tập tin ở đâu?,Hầu hết hệ thống sẽ lưu trữ các tập tin trong thư mục mặc định.
Cấu trúc lưu trữ tập tin nào được mô tả trong đoạn văn bản?,Một cấu trúc lưu trữ tập tin trong đó các tập riêng lẻ được lưu trữ trong các thư mục riêng được phân cấp.
Tình trạng khuyết tật là gì?,Là một khiếm khuyết về thể chất hoặc tâm thần làm hạn chế đáng kể một hoặc nhiều hoạt động sống quan trọng.
Có bao nhiêu định nghĩa về tình trạng khuyết tật?,Có 3 định nghĩa về tình trạng khuyết tật.
Tình trạng khuyết tật được định nghĩa từ đâu?,Tình trạng khuyết tật được định nghĩa từ Americans with Disabilities Act.
Một người bị khuyết tật được định nghĩa như thế nào?,Một người bị khuyết tật được định nghĩa là người có khuyết tật thể chất hoặc tinh thần làm hạn chế một hoặc nhiều hoạt động quan trọng của cuộc sống.
Điều kiện nào được xem là bị khiếm khuyết?,Được xem là bị khiếm khuyết nếu có hồ sơ ghi chép tình trạng khiếm khuyết đó.
Định nghĩa về người bị khuyết tật dựa trên luật nào?,Định nghĩa về người bị khuyết tật dựa trên Đạo Luật Người Mỹ Khuyết Tật (ADA).
Người bị khuyết tật được định nghĩa như thế nào?,Người bị khuyết tật được định nghĩa là người bị khiếm khuyết về thể chất hoặc tinh thần làm hạn chế đáng kể một hoặc nhiều sinh hoạt quan trọng.
Người bị khuyết tật bao gồm ai?,"Người bị khuyết tật bao gồm người bị khiếm khuyết về thể chất hoặc tinh thần, người có tiểu sử hoặc hồ sơ về tình trạng khiếm khuyết đó, hoặc được những người khác xem là bị khiếm khuyết như vậy."
Người bị khuyết tật có thể bao gồm những người nào?,"Người bị khuyết tật có thể bao gồm những người bị khiếm khuyết về thể chất hoặc tinh thần, hoặc những người được những người khác xem là bị khiếm khuyết như vậy."
Cử tri khuyết tật có thể yêu cầu hỗ trợ trong tiến trình bầu cử khi nào?,Cử tri khuyết tật có thể yêu cầu hỗ trợ trong tiến trình bầu cử để tương tác với hệ thống không được thiết kế với thiết kế chung.
Kỳ thị là gì?,Kỳ thị là đối xử bất công.
Tước quyền bầu cử là gì?,Tước quyền bầu cử là tước quyền bầu cử của người nào đó.
Ai bị tước quyền bầu cử?,Ứng cử viên hoặc cử tri không đủ tiêu chuẩn tham gia vào tiến trình bầu cử.
Cử tri bị loại bỏ do lý do gì?,"Do phải rời bỏ nhà họ, thường là do thảm họa."
Gì là hành động loại bỏ một ứng cử viên hoặc cử tri?,Sự truất quyền dự tuyển.
Truất quyền dự tuyển là gì?,Tuyên bố một người nào đó không đủ điều kiện cho một chức vụ hoặc không thể tham gia vào tiến trình bầu cử.
Hành động truất quyền dự tuyển là gì?,Hành động hoặc vi phạm làm ứng cử viên hoặc cử tri không thể tham gia vào tiến trình bầu cử.
Tại sao một ứng cử viên hoặc cử tri bị truất quyền dự tuyển?,Do hành động hoặc vi phạm của họ làm cho họ không đủ điều kiện cho một chức vụ hoặc không thể tham gia vào tiến trình bầu cử.
Phân Chia Tiền Đóng Góp là gì?,Chi tiết chi phí của ứng cử viên chính trị hoặc vận động tranh cử.
Quận là gì?,Một phân khu chính trị được thành lập trong một khu vực địa lý cụ thể.
Đường Ranh Giới Quận là gì?,Đường phân chia các quận với nhau.
Số được chỉ định cho một khu vực chính trị là gì?,Số được chỉ định cho một khu vực chính trị là District Number (Quận Số #)
Văn phòng nào không được bỏ phiếu trên toàn tiểu bang?,Văn phòng của chính quyền liên bang hoặc tiểu bang không được bỏ phiếu trên toàn tiểu bang là District Office (Văn Phòng Quận)
Khi nào một cử tri được coi là bỏ phiếu hai lần?,Khi một cử tri bỏ phiếu nhiều hơn một phiếu bầu
Khi nào một cử tri được phép bỏ phiếu nhiều hơn một lá phiếu?,Không có thông tin cụ thể về điều này trong đoạn văn bản.
Lá phiếu được tải xuống từ đâu?,Không có thông tin cụ thể về việc tải xuống lá phiếu trong đoạn văn bản.
Vì sao cần tải xuống dữ liệu?,Để chuyển dữ liệu từ một thiết bị lớn sang bộ nhớ của thiết bị khác.
Thiết bị nào có thể nhận dữ liệu được chuyển từ máy điện toán lớn?,"Máy điện toán nhỏ hơn, điện thoại khôn ngoan hay thiết bị lưu trữ"
Tại sao dữ liệu được chuyển từ một vị trí sang một máy điện toán khác?,Để truyền dữ liệu từ một vị trí sang một máy điện toán khác
Đoạn văn bản trên định nghĩa gì là Dox?,Công bố thông tin làm tổn hại hoặc phỉ báng một người hoặc tổ chức trên Internet.
Drop Box là gì?,"Một thùng chứa có khóa, đặt ở trong nhà hoặc ngoài trời, cho cử tri có thể gửi lại lá phiếu đã được gửi qua bưu điện."
Tại sao người ta sử dụng Drop Box?,Để cho cử tri có thể trả lại lá phiếu đã được gửi qua bưu điện cho các quan chức bầu cử trực tiếp.
Lá phiếu trùng lặp là gì?,Một lá phiếu được thay thế cho một lá phiếu bị hỏng hoặc có một phần không phù hợp.
Tại sao lá phiếu trùng lặp thường được lập lại?,Những lá phiếu trùng lặp thường được lập lại theo một tiến trình được quy định.
Lá phiếu trùng lặp được lập lại như thế nào?,"Lá phiếu trùng lặp được lập lại theo một tiến trình được quy định, theo đó lá phiếu bị hỏng được lập lại vàVotes từ lá phiếu bị hỏng được sao chép vào lá phiếu mới."
Hỏng phiếu được sao chép vào đâu?,Một lá phiếu khác cho máy quét lập bảng kiểm phiếu.
Hàng thông tin hoặc tài liệu giống hệt nhau được gọi là gì?,Duplicate Records (Hồ Sơ Trùng Lặp)
Ghi danh trùng lặp là gì?,"Một ứng dụng để đăng ký bầu cử từ một người đã đăng ký bầu cử tại cùng địa chỉ, dưới cùng tên và thông tin cá nhân."
"Đơn ghi danh bỏ phiếu từ một người đã ghi danh bỏ phiếu ở cùng địa chỉ, cùng tên và thông tin cá nhân được gọi là gì?","Đơn ghi danh bỏ phiếu từ một người đã ghi danh bỏ phiếu ở cùng địa chỉ, cùng tên và thông tin cá nhân."
Thiết bị tự động hóa tiến trình kiểm tra cử tri có thể được đặt ở đâu?,phân khu bầu cử cùng với bản sao riêng của danh sách cử tri ghi danh
Sổ phiếu điện tử có thể được kết nối với hệ thống gì?,hệ thống ghi danh cử tri trung tâm
Sổ phiếu điện tử có thể được sử dụng để làm gì?,kiểm tra và cập nhật hồ sơ cử tri trong thời gian thực
Bỏ phiếu sớm là gì?,Bỏ phiếu trước ngày bầu cử khi cử tri hoàn tất việc bỏ phiếu trực tiếp tại văn phòng bầu cử hoặc địa điểm bỏ phiếu được chỉ định khác trước ngày bầu cử.
Có thể bỏ phiếu sớm bằng cách nào?,"Có thể bỏ phiếu sớm bằng cách hoàn tất việc bỏ phiếu trực tiếp tại văn phòng bầu cử hoặc địa điểm bỏ phiếu được chỉ định khác trước ngày bầu cử, hoặc bỏ phiếu bằng phiếu bầu qua đường bưu điện trước ngày bầu cử."
Bỏ phiếu sớm có thể bao gồm việc gì?,"Bỏ phiếu sớm có thể bao gồm việc bỏ phiếu trực tiếp tại văn phòng bầu cử hoặc địa điểm bỏ phiếu được chỉ định khác trước ngày bầu cử, hoặc bỏ phiếu bằng phiếu bầu qua đường bưu điện trước ngày bầu cử."
Ai được ủy quyền để tham gia hoặc quan sát cuộc bầu cử và thể thức bỏ phiếu trước ngày bầu cử?,Một nhóm người được cơ quan địa phương ủy quyền.
Lá phiếu có thể được gửi qua thư hoặc cách nào khác?,Lá phiếu có thể được gửi qua thư hoặc lá phiếu khiếm diện.
Hội Đồng Phụ Trách Bỏ Phiếu Sớm có nhiệm vụ gì?,Hội Đồng Phụ Trách Bỏ Phiếu Sớm chịu trách nhiệm tham gia hoặc quan sát cuộc bầu cử và thể thức bỏ phiếu trước ngày bầu cử.
Vai trò của Early Voting Clerk là gì?,Một viên chức chịu trách nhiệm giám sát việc bỏ phiếu sớm.
Hành động nào được gọi là Elect?,Hành động lựa chọn người giữ chức vụ công qua bầu cử công khai.
Ai được gọi là Elected?,Các ứng cử viên nhận được số phiếu bầu cao nhất hoặc số phiếu bầu yêu cầu trong một cuộc bầu cử cho chức vụ công.
Chức vụ được bầu chọn là gì?,Một chức vụ được bầu chọn chánh yếu và chỉ qua bầu cử.
Ai là những người được bầu chọn?,Những cá nhân đã được bầu chọn để nắm giữ chức vụ công hoặc ứng cử viên được chỉ định thay thế việc được bầu chọn vào một chức vụ công.
Số phiếu bầu cần thiết để được bầu chọn là gì?,Không có thông tin cụ thể về số phiếu bầu cần thiết trong đoạn văn bản.
Người được bầu giữ chức vụ công hoặc ứng cử viên được bổ nhiệm thay cho người được bầu vào chức vụ công là gì?,Người được bầu giữ chức vụ công hoặc ứng cử viên được bổ nhiệm thay cho người được bầu vào chức vụ công.
Elected positions có thời gian giữ chức vụ bao lâu?,"Thường là hai, bốn hoặc sáu năm."
"Nếu có vị trí trống giữa nhiệm kỳ, thì ứng cử viên sẽ giữ chức vụ đến khi nào?",Đến hết nhiệm kỳ ban đầu.
Nhiệm kỳ của vị trí được bầu thường là bao lâu?,"Hai, bốn hoặc sáu năm"
"Nếu giữa nhiệm kỳ có vị trí còn trống, ứng cử viên sẽ được bầu trong bao lâu?",Cho đến hết nhiệm kỳ ban đầu
Election là gì?,Một quá trình chính thức để lựa chọn một người vào văn phòng công cộng hay chấp thuận hoặc phản đối một đề nghị chính trị bằng cách bỏ phiếu.
Tiến trình quản lý cuộc bầu cử bao gồm những hành động gì?,"quản lý, điều hành và giám sát một cuộc bầu cử."
Đánh giá cuộc bầu cử là gì?,đánh giá và phân tích bất kỳ cuộc bầu cử hoặc quá trình bỏ phiếu nào.
Ủy ban hỗ trợ bầu cử có tên gọi là gì?,Ủy Ban Hỗ Trợ Bầu Cử
Election Assistance Commission được tạo ra bởi văn bản nào?,Help America Vote Act (HAVA)
EAC có trách nhiệm gì?,"Tạo ra hướng dẫn hệ thống bỏ phiếu, vận hành chương trình chứng nhận hệ thống bỏ phiếu liên bang và duy trì mẫu đăng ký cử tri quốc gia"
EAC có nhiệm vụ gì?,"Trợ giúp các bang trong việc tuân thủ HAVA, phân phối quỹ HAVA cho các bang và thực hiện nghiên cứu"
Ủy Ban Hỗ Trợ Bầu Cử (EAC) được thành lập theo luật nào?,"Đạo Luật Trợ Giúp Mỹ Bỏ Phiếu (Help America Vote Act, hay HAVA)"
EAC có trách nhiệm gì đối với hệ thống bỏ phiếu?,Đưa ra hướng dẫn cho hệ thống bỏ phiếu
EAC chịu trách nhiệm gì?,"Lưu giữ Mẫu Ghi Danh Cử Tri Quốc Gia, nghiên cứu và quản lý cơ quan thanh toán quốc gia về các cuộc bầu cử."
Cơ quan nào chịu trách nhiệm giám sát cuộc bầu cử trong một khu vực pháp quyền?,Viên chức chịu trách nhiệm giám sát cuộc bầu cử trong một khu vực pháp quyền.
Lá phiếu bầu cử được gọi là gì?,Lá phiếu bầu cử được gọi là Lá Phiếu Bầu Cử.
Hình thức trình bày chính thức của lá phiếu bầu cử là gì?,tất cả những vòng tranh cử được quyết định trong một cuộc bầu cử cụ thể
Cơ chế nào cho phép cử tri thể hiện mong muốn của mình?,là cơ chế để cử tri cho biết mong muốn của mình
Ai thường bổ nhiệm thành viên của Hội Đồng Bầu Cử?,Chính quyền địa phương
Hội Đồng Bầu Cử chịu trách nhiệm kiểm soát gì?,Các cuộc bầu cử và thủ tục bỏ phiếu
Lịch Trình Bầu Cử là gì?,Danh sách chính thức các ngày quan trọng và thời hạn bỏ phiếu cho một cuộc bầu cử
Vận động bầu cử là gì?,Một loạt những hoạt động dân chủ để ảnh hưởng đến một cuộc bỏ phiếu chính trị thuận hoặc chống lại những ứng cử viên hoặc các câu hỏi trên lá phiếu.
Mục tiêu của vận động bầu cử là gì?,Ảnh hưởng đến một cuộc bỏ phiếu chính trị để lựa chọn ứng cử viên hoặc quyết định các câu hỏi trên lá phiếu.
Thể thức nào được sử dụng để xác nhận kết quả chính thức cuối cùng của cuộc bầu cử?,Thể thức xác nhận kết quả chính thức cuối cùng của cuộc bầu cử từ khu vực pháp quyền.
Các nguồn nào được sử dụng để tính toán kết quả bầu cử?,"kết quả từ phiếu bầu hợp lệ từ tất cả các nguồn (ngày bầu cử, bỏ phiếu vắng mặt, bỏ phiếu sớm, phiếu bầu tạm thời, v.v.)"
Ai có trách nhiệm xác minh và phê duyệt kết quả bầu cử?,những người có trách nhiệm pháp lý
Kết quả kiểm đếm lá phiếu được xác nhận và phê duyệt bởi ai?,Những người có trách nhiệm pháp lý.
Ai có thể tham gia vào việc quản lý hoặc tổ chức một cuộc bầu cử?,"Mọi người liên quan đến việc quản lý hoặc tổ chức một cuộc bầu cử, bao gồm cả nhân viên chính phủ và nhân viên tạm thời bầu cử."
Ai có thể tham gia vào việc quản lý hoặc tổ chức bầu cử?,"Bất kỳ người nào tham gia vào việc quản lý hoặc tổ chức bầu cử, bao gồm cả nhân viên chính quyền."
Người nào có thể được coi là người tham gia vào việc quản lý hoặc tổ chức bầu cử?,"Election judge, thành viên của một hội đồng bầu cử, người đứng đầu bầu cử trung tâm, người làm việc bầu cử ngày bầu cử, thành viên của hội đồng giám sát quận, thành viên hoặc thư ký của hội đồng quản trị được ủy quyền tổ chức bầu cử công cộng, đại diện của một cơ quan quản lý, hoặc người khác tham gia vào việc thực hiện nhiệm vụ bầu cử theo yêu cầu của mã bầu cử."
Người nào có thể được coi là đại diện của một cơ quan quản lý?,Đại diện của một cơ quan quản lý.
Ai có thể là nhân viên bầu cử tạm thời?,"Có thể bao gồm bất kỳ lục sự và người ghi chép tại quận, thẩm phán bầu cử, thành viên của hội đồng kiểm duyệt, viên chức bầu cử trung ương, nhân viên làm việc vào ngày bầu cử, thành viên của các ủy viên quận, thành viên hoặc lục sự của ban giám đốc được ủy quyền tổ chức bầu cử công khai, đại diện của một cơ quan quản lý hoặc một người tham gia vào việc thực hiện các nhiệm vụ bầu cử theo đòi hỏi của bộ luật bầu cử."
Ủy Ban Bầu Cử được bổ nhiệm bởi ai?,chính quyền địa phương
Vòng Tranh Cử liên quan đến gì?,các cuộc bầu cử và thủ tục bỏ phiếu
Một quyết định bầu cử có thể bao gồm những gì?,Một quyết định duy nhất hoặc một tập hợp các quyết định liên quan được đưa ra trước cử tri.
"Thuật ngữ nào bao gồm những thuật ngữ như “vòng tranh cử”, “câu hỏi” và “vấn đề”?","Thuật ngữ này bao gồm những thuật ngữ khác như “vòng tranh cử”, “câu hỏi” và “vấn đề” đôi khi được sử dụng để nói đến loại tranh cử cụ thể."
Một lá phiếu có thể dùng cho bao nhiêu tranh cử?,Một lá phiếu có thể dùng cho nhiều tranh cử.
Đóng góp bầu cử là gì?,"Bất kỳ giá trị nào được cho, cho vay hoặc trả trước để ảnh hưởng đến một cuộc bỏ phiếu chính trị cho hoặc chống lại những ứng cử viên hoặc các câu hỏi bỏ phiếu."
Mục đích của đóng góp bầu cử?,Để ảnh hưởng đến một cuộc bỏ phiếu chính trị cho hoặc chống lại những ứng cử viên hoặc các câu hỏi bỏ phiếu.
Cơ sở dữ liệu bầu cử chứa thông tin gì?,"Thông tin địa lý về các phân khu và ranh giới chính trị, tất cả tranh cử và câu hỏi được đưa vào một cuộc bầu cử và các ứng cử viên cho mỗi lần tranh cử."
Election Databases là gì?,Cơ sở dữ liệu bầu cử.
Khu vực bầu cử là gì?,Khu vực bầu cử là một khu vực địa lý liên tục được đại diện bởi một quan chức công cộng được bầu bởi cử tri cư trú trong ranh giới của khu vực.
Khu vực bầu cử có thể bao gồm toàn bộ một bang hay một đơn vị hành chính nào đó?,"Có, khu vực bầu cử có thể bao gồm toàn bộ một bang hay một đơn vị hành chính, hoặc chỉ là một phần của bang hay đơn vị hành chính đó."
Khu vực bầu cử có thể bao gồm nhiều đơn vị hành chính khác nhau?,"Có, khu vực bầu cử có thể bao gồm các phần của nhiều đơn vị hành chính khác nhau."
Khu vực địa lý tiếp giáp được đại diện bởi ai?,Một viên chức chánh phủ được cử tri cư trú trong ranh giới quận bầu chọn.
Phân Ban Bầu Cử có nhiệm vụ gì?,Administering elections (điều hành bầu cử)
Khu vực có thể bao gồm những gì?,"Toàn bộ tiểu bang hoặc phân khu chính trị, một phần của tiểu bang hoặc phân khu chính trị, hoặc các phần của nhiều hơn một phân khu chính trị"
Thiết bị bầu cử bao gồm những gì?,Tất cả các thiết bị cần thiết để bầu cử và bỏ phiếu.
Thiết bị bầu cử có thể bao gồm những loại thiết bị nào?,"Kỹ thuật như sổ điện tử, máy bỏ phiếu, và các thiết bị khác bao gồm bàn bỏ phiếu và biển báo bỏ phiếu."
Ban chính phủ chịu trách nhiệm gì?,Quản lý các cuộc bầu cử.
Thiết bị nào không được coi là máy bỏ phiếu?,các thiết bị phi kỹ thuật khác
Gian lận bầu cử là gì?,Trình bày sai hoặc thay đổi kết quả thực sự của một cuộc bầu cử
Ai chịu trách nhiệm đảm bảo bầu cử được tiến hành đúng quy trình và trật tự?,Thanh tra viên bầu cử
"Một cuộc bầu cử chuyên nghiệp, vô tư và minh bạch như thế nào?","Một cuộc bầu cử chuyên nghiệp, vô tư và minh bạch trong quá trình chuẩn bị và điều hành trong suốt chu kỳ bầu cử."
Ai là người chịu trách nhiệm về việc bầu cử?,Không có thông tin cụ thể về người chịu trách nhiệm về việc bầu cử trong đoạn văn bản.
Trưởng Ban Bầu Cử có nhiệm vụ gì?,"Trưởng Ban Bầu Cử chịu trách nhiệm về việc bầu cử chuyên nghiệp, vô tư và minh bạch trong quá trình chuẩn bị và điều hành trong suốt chu kỳ bầu cử."
Vai trò của viên chức trong quá trình bỏ phiếu?,Viên chức chịu trách nhiệm về việc bỏ phiếu phù hợp và có trật tự tại địa điểm bỏ phiếu hoặc tiến trình bầu cử.
Khu vực nào được coi là khu vực pháp quyền bầu cử?,Một khu vực địa lý được cấp quyền quản lý bầu cử cho các vị trí chính trị hoặc hành chính.
Các cấp độ nào được áp dụng cho khu vực pháp quyền bầu cử?,"Các cấp độ địa phương, bang và liên bang."
Khu vực pháp quyền áp dụng cho cấp nào?,"Cấp địa phương, tiểu bang và liên bang"
Bộ Hồ Sơ Bầu Cử được sử dụng để hỗ trợ cử tri tại địa điểm nào?,Một địa điểm bỏ phiếu
Các ví dụ về khu vực pháp quyền bao gồm?,"Các tiểu bang, quận, thành phố, thị trấn"
Luật Bầu Cử là gì?,Các luật chính thức quy định quá trình bầu cử.
Hệ Thống Quản Lý Bầu Cử bao gồm những chức năng gì?,"Các chức năng bao gồm định nghĩa, phát triển và duy trì cơ sở dữ liệu bầu cử, thực hiện các chức năng định nghĩa và thiết lập bầu cử, định dạng phiếu bầu, đếm phiếu, tổng hợp và báo cáo kết quả, và duy trì các bản ghi kiểm toán."
Hệ Thống Quản Lý Bầu Cử có nhiệm vụ gì?,"Hệ thống này định nghĩa, phát triển và duy trì cơ sở dữ liệu bầu cử, thực hiện các chức năng định nghĩa và thiết lập bầu cử, định dạng phiếu bầu, đếm phiếu, tổng hợp và báo cáo kết quả, và duy trì các bản ghi kiểm toán."
Hệ thống bỏ phiếu được sử dụng để làm gì?,"Xác định, phát triển và duy trì cơ sở dữ liệu bầu cử, thực hiện các định nghĩa và chức năng tổ chức bầu cử."
Tài liệu nào được sử dụng để hỗ trợ cử tri và tiến trình bầu cử?,Tài Liệu Bầu Cử (Election Materials)
Hệ thống bỏ phiếu có chức năng gì?,"Định dạng phiếu bầu, kiểm phiếu, tổng hợp và báo cáo kết quả cũng như lưu giữ các bằng chứng kiểm tra."
Lập bảng kết quả phiếu bầu vào thời điểm nào?,"Vào đêm bầu cử, sau khi đóng các phòng phiếu."
Ai chịu trách nhiệm điều hành một cuộc bầu cử?,Một viên chức bầu cử.
Thể thức nào liên quan đến việc lập bảng kết quả phiếu bầu?,Election Night Tabulation
Ai là những người quản lý và tổ chức bầu cử?,Những người quản lý và tổ chức bầu cử bao gồm nhân viên chính phủ và nhân viên phòng bỏ phiếu.
Lệnh Bầu Cử là gì?,Lệnh Bầu Cử là một thuật ngữ pháp lý được sử dụng khi một cơ quan chính phủ được ủy quyền tuyên bố rằng một cuộc bầu cử sẽ diễn ra vào một thời điểm cụ thể.
Các Viên Chức Bầu Cử bao gồm những người nào?,"Các Viên Chức Bầu Cử bao gồm những người liên quan đến việc quản lý và tổ chức bầu cử, bao gồm nhân viên chính phủ và nhân viên phòng bỏ phiếu."
Thuật ngữ pháp lý khi một cơ quan chính phủ có thẩm quyền tuyên bố sẽ tổ chức bầu cử vào một thời điểm cụ thể là gì?,place at a particular time.
Phân khu bầu cử là gì?,Election Precinct (Phân Khu Bầu Cử)
